,Game,Release date,Company,Genres,Mean Note,Number of Vote,store
4103,RISK: Global Domination,2016-01-01,,Strategy,4.4,191178,google
4108,Mosha Online,2018-08-07,,"Indie, Role-playing (RPG)",3.5,28,google
4114,Lanota,2016-07-12,,Music,4.6,28516,google
4118,Chuck's Challenge 3D,2014-02-28,,"Indie, Puzzle",4.0,98,google
4144,Focus Shot Archery Master,2018-01-01,,"Puzzle, Shooter, Sport",4.0,174,google
4150,Z-Arena,2017-04-12,,"Indie, Shooter",4.6,23,google
4165,Good Knight Story,2019-03-30,,"Adventure, Puzzle",4.7,252151,google
4167,Runt of the Litter,2017-02-23,,"Adventure, Indie, Role-playing (RPG)",4.2,188,google
4171,Neo Monsters,2016-04-08,,Role-playing (RPG),4.3,81250,google
4179,Lake Kindred Origin,2018-09-21,,Indie,4.2,581,google
4181,Little Cells,2015-06-05,,"Indie, Puzzle",4.7,18,google
4182,Honkai Impact 3rd,2016-10-14,,"Hack and slash/Beat 'em up, Role-playing (RPG), Strategy",4.3,173087,google
4184,Pathfinder Adventures,2016-04-26,,"Role-playing (RPG), Strategy, Turn-based strategy (TBS)",3.6,14067,google
4185,Break It - Cube Smash,2018-06-15,,Arcade,4.8,41,google
4190,Secret of Mana,1993-08-06,Square Enix,Role-playing (RPG),3.7,6500,google
4192,Questland: Turn Based RPG,2017-08-31,,Role-playing (RPG),4.8,262981,google
4193,Legends of Andor: The King's Secret,2019-01-24,,Strategy,4.6,1305,google
4194,Bean's Quest 2: Bean Dream,2014-12-04,,Platform,4.1,3381,google
4197,Battlelands Royale,2018-03-31,,Fighting,4.1,901563,google
4212,Million Onion Hotel,2017-11-01,,Unknow,4.6,583,google
4213,Sword Art Online: Integral Factor,2018-03-27,Bandai Namco,"Adventure, Role-playing (RPG)",4.3,174644,google
4214,Hex Commander: Fantasy Heroes,2017-10-14,,"Indie, Strategy, Turn-based strategy (TBS)",4.3,20752,google
4216,StairJump,2017-12-23,,"Arcade, Indie, Platform",4.4,567,google
4225,VVVVVV,2010-01-11,,"Adventure, Arcade, Indie, Platform, Puzzle",4.5,3094,google
4235,Raid: Shadow Legends,2019-01-01,,Role-playing (RPG),4.2,884863,google
4247,7 Wonders,2017-11-13,,"Strategy, Tactical",4.1,1591,google
4270,Thirteen Souls,2019-04-14,,Fighting,2.9,116,google
4271,Band of Monsters,2013-06-30,,Role-playing (RPG),4.4,19154,google
4281,Terra Battle,2014-10-09,,"Role-playing (RPG), Strategy, Turn-based strategy (TBS)",4.2,65095,google
4296,Cube Escape: Theatre,2016-04-11,,"Adventure, Puzzle",4.8,43201,google
4298,Pocket Mortys,2016-01-13,,"Role-playing (RPG), Simulator",4.1,274413,google
4321,God of Light,2014-02-20,,"Puzzle, Simulator",4.5,278985,google
4322,Puzzle & Dragons,2012-02-20,,"Puzzle, Role-playing (RPG)",4.4,128470,google
4328,Heroic - Magic Duel,2019-06-28,,Strategy,4.3,55009,google
4337,Geometry Dash,2013-08-13,,"Arcade, Indie, Music, Platform",4.4,6623422,google
4338,Faraway Journey : Escape Puzzle Epic Journey,2018-10-28,,Unknow,4.4,4409,google
4339,Beat Racer,2018-01-01,,Racing,4.1,52564,google
4340,Train Taxi,2019-06-01,,Puzzle,4.2,424179,google
4353,Mario Kart Tour,2019-09-25,Nintendo,Racing,4.0,1696804,google
4362,Monster Legends,2013-12-12,,"Role-playing (RPG), Strategy",4.6,3055724,google
4371,Chess 3D Ultimate,2019-03-13,,Unknow,3.9,539,google
4372,Final Fantasy VI,1994-04-02,Square Enix,"Adventure, Role-playing (RPG)",3.4,25562,google
4374,CreativeDestruction,2018-08-03,NetEase,Adventure,4.1,1091462,google
4378,Mini Metro,2015-10-22,,"Indie, Puzzle, Simulator, Strategy",4.5,39351,google
4379,Photographs: Puzzle Stories,2019-02-28,,Puzzle,4.2,201,google
4380,Murasaki7,2019-12-02,,"Adventure, Puzzle, Role-playing (RPG)",3.7,273,google
4382,Ball Vader MAX,2019-02-18,,Unknow,3.9,23,google
4383,Lords Mobile,2016-03-01,,"Real Time Strategy (RTS), Role-playing (RPG), Strategy",4.1,5040848,google
4385,DragonVale,2011-09-14,,Simulator,4.4,370887,google
4387,Poly City : Vengeance,2019-01-25,,Adventure,3.7,51,google
4388,BattleWords,2016-05-21,,Unknow,4.0,248,google
4390,Dead Ahead: Zombie Warfare,2017-03-08,,Strategy,4.4,529267,google
4393,Romancing SaGa 3,2019-11-11,Square Enix,"Adventure, Role-playing (RPG)",3.8,443,google
4397,Strange Telephone,2019-01-21,,"Adventure, Indie",4.4,179,google
4406,MLB 9 Innings 18,2018-03-29,,Sport,4.2,134644,google
4412,Mekorama,2016-01-01,,Puzzle,4.5,325844,google
4421,Super Cat Tales,2017-11-17,,"Indie, Platform",4.7,140167,google
4429,Space Frontier 2,2018-05-09,,Arcade,4.0,15449,google
4431,Evil Lands,2019-07-09,,"Adventure, Role-playing (RPG)",4.4,147111,google
4445,Stellaren,2015-03-30,,Visual Novel,4.8,3075,google
4451,Twinfold,2018-12-12,,"Indie, Strategy",4.8,100,google
4452,Power Hover,2015-12-10,,"Adventure, Indie, Racing",4.5,45007,google
4453,Shadowmatic,2015-01-14,,Puzzle,4.6,92280,google
4457,RainbowTail,2017-10-10,,"Indie, Puzzle",3.7,114,google
4458,Harry Potter: Hogwarts Mystery,2018-04-25,,"Adventure, Point-and-click, Role-playing (RPG)",4.2,1763521,google
4464,Card Crawl,2015-01-01,,"Indie, Turn-based strategy (TBS)",4.2,19515,google
4467,HIGH FIVE!,2016-06-19,,"Arcade, Indie, Puzzle",5.0,27,google
4473,Super Hexagon,2012-08-31,,"Arcade, Indie, Music",4.8,19420,google
4474,Mr Love: Queen's Choice,2017-12-20,,"Adventure, Simulator, Visual Novel",4.5,29401,google
4475,Faraway: Puzzle Escape,2017-05-01,,Puzzle,4.2,48676,google
4485,QuestRun,2014-03-05,,Role-playing (RPG),3.4,25,google
4487,Brain Teaser - Memory Limit,2017-07-28,,Unknow,4.4,14025,google
4488,Boom Pilot,2019-07-11,,Shooter,3.9,172,google
4489,"CryptoCoin, Inc.",2018-06-10,,Indie,3.3,55,google
4490,Beholder,2016-11-09,,"Adventure, Indie, Role-playing (RPG), Simulator, Strategy",4.7,6052,google
4491,Meteorfall: Journey,2018-01-24,,"Indie, Role-playing (RPG), Strategy",4.5,1280,google
4504,Word Crush,2017-12-18,,Puzzle,3.6,14,google
4513,R.B.I Baseball 18,2018-03-20,,Sport,3.8,402,google
4519,Dragon Sinker,2016-10-12,,"Adventure, Indie, Role-playing (RPG)",4.4,14620,google
4520,Clouds & Sheep 2,2015-08-26,,Simulator,4.5,92324,google
4521,The Room: Old Sins,2018-01-25,,"Adventure, Point-and-click, Puzzle",4.9,56233,google
4525,TETRA's Escape,2018-08-08,,"Adventure, Indie, Platform, Puzzle",4.7,48,google
4527,One Punch Man: Road to Hero,2019-08-20,,Role-playing (RPG),3.8,26656,google
4530,Physics Drop Countdown,2017-01-01,,Puzzle,3.5,310,google
4533,Kiwanuka,2014-04-29,,"Platform, Puzzle",4.2,2132,google
4540,Colibrium: Zen Colour Matching,2018-08-01,,"Arcade, Indie, Puzzle",4.0,5,google
4541,Circle vs Spikes,2018-06-17,,Arcade,4.3,227,google
4543,Combos,2017-06-16,,Puzzle,5.0,7,google
4548,Aerofly FS 2 Flight Simulator,2014-12-16,,"Indie, Simulator",3.9,935,google
4552,The Phantom Fable - Steven Universe,2019-04-18,,Adventure,3.6,227,google
4575,Data Wing,2017-08-16,,Racing,4.8,256981,google
4582,Serial Numbers,2015-11-19,,"Arcade, Puzzle",4.7,40,google
4584,Attack the Light!,2015-04-02,,"Adventure, Role-playing (RPG), Tactical",4.5,22092,google
4595,Interlocked,2011-02-18,,Puzzle,4.5,108088,google
4596,Beat Hazard Ultra,2011-06-16,,Shooter,4.4,3762,google
4597,Meteor Clash,2020-05-06,,Arcade,5.0,21,google
4599,The Room,2012-09-19,,"Adventure, Indie, Point-and-click, Puzzle",4.8,253858,google
4600,Game of Thrones Beyond the Wall,2020-03-26,,"Role-playing (RPG), Strategy, Tactical",4.2,20756,google
4608,Platform Golf,2013-01-01,,"Indie, Sport",3.8,139,google
4610,Five Nights at Freddy's 2,2014-11-10,,"Adventure, Indie, Point-and-click, Simulator, Strategy",4.5,82383,google
4611,Gunslugs,2013-01-16,,"Arcade, Indie, Shooter",4.2,400,google
4614,Jump Dash,2020-02-08,,"Arcade, Indie, Platform",4.8,26,google
4627,Train Conductor World,2016-03-03,,Simulator,4.0,46799,google
4631,Quest of Dungeons,2014-02-02,,"Adventure, Indie, Role-playing (RPG), Strategy",4.3,1289,google
4640,Dancing Road: Color Ball Run!,2019-02-13,,Music,4.1,289226,google
4643,Kingdom Rush Frontiers,2013-06-06,,"Indie, Real Time Strategy (RTS), Strategy",4.7,139987,google
4644,MapleStory M,2018-01-22,Nexon,Role-playing (RPG),3.5,64577,google
4646,12 Labours of Hercules,2014-04-11,,"Adventure, Puzzle, Strategy",4.4,82,google
4647,Astral Defense,2019-07-11,,"Arcade, Shooter",4.5,19,google
4649,Cube Escape: Case 23,2015-07-01,,"Adventure, Puzzle",4.7,29352,google
4650,Corn Maze,2016-09-24,,Puzzle,1.8,5,google
4655,Sky: Children of the Light,2019-07-11,,"Adventure, Puzzle",4.6,176418,google
4660,Travelling Millionaire,2015-01-01,Netmarble,Arcade,3.9,181895,google
4662,Game Dev Story,1996-04-01,,"Simulator, Strategy",4.7,62933,google
4666,Oddmar,2018-04-04,,"Adventure, Platform",4.6,90813,google
4677,Jooleem,2004-01-01,,Puzzle,3.4,31,google
4679,Orbia,2018-03-11,,Arcade,4.6,157858,google
4682,Axe.io,2018-05-02,,Arcade,3.7,5864,google
4686,Coin Master,2010-12-11,,"Adventure, Arcade",4.5,2884991,google
4689,Vandals,2018-04-12,,"Adventure, Indie, Puzzle, Strategy, Turn-based strategy (TBS)",4.3,140,google
4690,Majotori,2017-03-28,,"Adventure, Indie, Quiz/Trivia",4.8,1171,google
4701,Motivo,2017-06-21,,Puzzle,4.6,11,google
4705,BattleSky Brigade: TapTap,2018-12-21,,"Indie, Simulator",4.0,103,google
4709,TerraGenesis - Space Settlers,2018-04-04,,"Simulator, Strategy",4.0,199996,google
4716,Quell,2010-08-07,,"Indie, Puzzle",4.8,5033,google
4717,LEGO Hidden Side,2019-06-29,,"Adventure, Arcade",4.5,8647,google
4720,PinOut,2016-08-31,,Arcade,4.1,86373,google
4726,Demon Gate: Crown Defense,2019-01-20,,Tactical,5.0,35,google
4728,Favo!,2019-08-23,,Puzzle,4.2,7765,google
4731,Breakforcist,2017-03-01,,"Arcade, Indie",3.9,149,google
4732,Sky Gamblers: Storm Raiders,2012-11-29,,"Arcade, Indie, Simulator",4.4,14228,google
4739,Pirates Outlaws,2019-03-05,,"Adventure, Indie, Role-playing (RPG), Strategy",4.5,10718,google
4742,Rangers of Oblivion,2019-01-16,NetEase,Role-playing (RPG),4.0,60213,google
4743,Heretic Gods,2018-02-10,,"Hack and slash/Beat 'em up, Role-playing (RPG)",3.9,12892,google
4744,Fortnite,2017-07-25,,Shooter,3.8,98830,google
4749,The Addams Family: Mystery Mansion,2019-10-09,,Simulator,4.2,19394,google
4750,Fury Survivor: Pixel Z,2019-04-29,,"Hack and slash/Beat 'em up, Shooter",3.5,64109,google
4756,Meow Wars: Card Battle,2018-08-08,,"Indie, Strategy",3.9,59,google
4757,True Skate,2012-10-18,,"Simulator, Sport",4.1,174078,google
4761,Duet,2013-10-10,,"Indie, Pinball",4.7,446185,google
4766,Sky Force Reloaded,2016-06-01,,"Arcade, Indie, Shooter",4.4,185447,google
4769,Grand Mountain Adventure,2019-06-13,,Adventure,4.2,13031,google
4770,Flop Rocket,2014-04-11,,Unknow,4.6,11594,google
4775,Deus Ex GO,2016-08-18,Square Enix,"Puzzle, Turn-based strategy (TBS)",3.9,12482,google
4786,Motorsport Manager Mobile 3,2018-07-17,,"Racing, Simulator",4.5,25186,google
4796,Final Fantasy Tactics: The War of the Lions,2007-05-08,Square Enix,"Adventure, Role-playing (RPG), Simulator, Strategy, Tactical, Turn-based strategy (TBS)",4.3,15436,google
4797,Baldur's Gate: Enhanced Edition,2012-11-27,,"Role-playing (RPG), Strategy",3.9,22418,google
4803,The Birdcage 2,2019-02-01,,Puzzle,4.3,5331,google
4804,Feed Me Oil 2,2014-01-01,,Puzzle,4.3,3811,google
4812,Swim Out,2017-08-10,,"Indie, Sport, Strategy",4.6,196,google
4828,A Dark Room,2013-11-08,,"Adventure, Indie, Point-and-click, Role-playing (RPG), Simulator",4.8,7763,google
4832,Super WorldBox,2018-10-10,,Simulator,4.3,193116,google
4838,Sally's Law,2016-08-24,,"Indie, Platform, Puzzle",4.4,5053,google
4846,Goat Simulator,2014-04-01,,"Indie, Simulator",4.3,103513,google
4873,Let's Create! Pottery,2010-07-16,,Simulator,4.5,29510,google
4877,Yokai Dungeon,2019-08-08,,"Indie, Puzzle",3.7,1111,google
4878,Path of Adventure,2018-12-19,,Role-playing (RPG),4.2,6560,google
4879,Empires & Puzzles: RPG Quest,2017-03-02,,"Puzzle, Role-playing (RPG)",4.4,1806954,google
4880,The Weave of Heroes - RPG,2017-01-29,,Role-playing (RPG),4.7,69,google
4886,Final Fantasy: Dimensions II,2015-02-12,Square Enix,"Adventure, Role-playing (RPG)",2.5,359,google
4894,Imperia Online,2005-08-23,,"Real Time Strategy (RTS), Simulator, Strategy",4.5,121266,google
4899,OPUS: Rocket of Whispers,2017-09-14,,"Adventure, Indie",4.6,50260,google
4904,BeeFense,2016-09-23,,"Indie, Strategy",4.4,7,google
4906,1979 Revolution: Black Friday,2016-04-05,,"Adventure, Indie",3.9,215,google
4910,The Elder Scrolls: Blades,2019-03-28,,Role-playing (RPG),3.9,72659,google
4913,Another Eden,2017-04-12,,"Adventure, Role-playing (RPG)",4.4,107586,google
4914,Bloons TD Battles,2013-07-18,,Strategy,4.3,847288,google
4923,Star Realms,2014-08-13,,"Strategy, Turn-based strategy (TBS)",4.5,19619,google
4931,The War of Genesis: Battle for Athena,2018-01-01,,"Role-playing (RPG), Strategy",4.5,30643,google
4934,Rainbow Meteor,2017-04-02,,"Arcade, Indie",4.1,14,google
4935,Fallout Shelter,2015-06-14,,"Role-playing (RPG), Simulator, Strategy",4.6,3239944,google
4946,Asphalt 8: Airborne,2013-08-22,,"Arcade, Racing",4.4,9151522,google
4948,QuestLord,2013-02-06,,"Adventure, Role-playing (RPG)",4.5,2641,google
4949,Pocket Rogues: Ultimate,2017-01-01,,"Indie, Role-playing (RPG)",4.6,6273,google
4953,Near Orbit Vanguard Alliance,2009-12-17,,"Adventure, Shooter",4.1,1378621,google
4958,Attack on Titan TACTICS,2019-04-18,,Tactical,4.1,14816,google
4960,The Office Quest,2018-05-25,,"Adventure, Indie",4.1,31537,google
4962,Hungry Shark World,2015-12-22,Ubisoft,Arcade,4.5,1630128,google
4965,Anodyne,2013-03-22,,"Adventure, Indie, Platform",4.2,538,google
4970,Faraway 4,2018-11-28,,Puzzle,4.2,9986,google
4975,PCI Agent,2020-03-28,,"Adventure, Indie, Role-playing (RPG), Visual Novel",4.5,1214,google
4979,DanMachi: Memoria Freeze,2017-06-19,,"Adventure, Role-playing (RPG)",4.2,9399,google
4985,One More Button,2018-08-01,,Puzzle,4.3,29,google
4988,Hexagon Dungeon,2017-04-22,,"Indie, Puzzle, Role-playing (RPG)",4.5,1078,google
4993,American Dad! Apocalypse Soon,2019-10-08,,"Role-playing (RPG), Simulator, Strategy",4.4,85626,google
4999,Warhammer Quest 2: The End Times,2017-10-18,,"Adventure, Role-playing (RPG), Strategy",3.9,1296,google
5001,Desperate Defence,2019-02-18,,Unknow,4.4,21,google
5002,Solitaire #1,2019-04-01,,Puzzle,4.5,8,google
5005,Hill Climb Racing 2,2016-10-06,,"Arcade, Racing",4.4,3762253,google
5011,Project Highrise,2016-09-08,,"Indie, Simulator, Strategy",4.4,2093,google
5018,Forged Fantasy,2019-01-17,,Role-playing (RPG),4.1,7043,google
5022,Microsoft Solitaire Collection,2012-10-26,Microsoft,Unknow,4.5,137900,google
5025,Shaq Fu: A Legend Reborn,2018-06-05,,"Fighting, Hack and slash/Beat 'em up, Indie, Sport",4.2,3047,google
5029,LEGO Tower,2019-07-01,,Simulator,4.1,18349,google
5036,RWBY: Amity Arena,2018-01-01,,Real Time Strategy (RTS),4.5,59292,google
5038,Jungle Monk,2017-12-24,,Adventure,4.6,5,google
5041,Tiny Klepto,2019-03-29,,"Adventure, Tactical",4.4,252,google
5049,Pudding Monsters HD,2012-12-20,,Puzzle,4.4,280717,google
5054,Destination Sol,2015-01-01,,"Indie, Role-playing (RPG)",4.4,2441,google
5059,Lanterns: The Harvest Festival,2017-03-23,,Strategy,4.6,263,google
5070,Final Fantasy XV: Pocket Edition,2018-02-08,Square Enix,"Adventure, Fighting, Hack and slash/Beat 'em up, Role-playing (RPG)",4.0,18720,google
5072,OlliOlli,2014-01-21,,"Indie, Platform, Sport",3.9,30,google
5073,Idle Apocalypse,2018-07-12,,Simulator,4.6,88966,google
5091,Will Hero,2018-03-07,,Arcade,4.1,406368,google
5094,Radiation Island,2015-01-29,,"Adventure, Indie, Shooter, Simulator",3.9,2420,google
5096,MELOBEAT,2017-07-29,,"Indie, Music",4.1,26017,google
5097,Arena of Valor,2015-11-26,Tencent,"Real Time Strategy (RTS), Role-playing (RPG), Strategy",4.0,838853,google
5100,Langrisser Mobile,2019-01-22,,Turn-based strategy (TBS),4.3,36422,google
5103,Butterfliestry,2015-01-01,,Puzzle,4.3,30,google
5113,Peggle Blast,2014-12-02,ELECTRONIC ARTS,Puzzle,3.7,178149,google
5118,Faraway 5,2019-06-19,,"Adventure, Puzzle",4.3,4808,google
5149,Scribblenauts Remix,2011-10-12,Warner Bros,"Platform, Puzzle",3.8,108945,google
5151,Quadropus Rampage,2013-06-06,,Unknow,4.7,62793,google
5152,Find It - Tap the Different,2017-08-09,,Puzzle,4.7,29,google
5153,"Bury me, my Love",2019-01-10,,"Adventure, Indie, Simulator",4.4,987,google
5154,Fire Emblem Heroes,2017-02-02,Nintendo,"Role-playing (RPG), Strategy, Turn-based strategy (TBS)",4.2,516183,google
5157,Tiny Troopers 2: Special Ops,2013-03-28,,Shooter,4.5,460150,google
5162,Terraria,2011-05-16,,"Adventure, Indie, Platform, Role-playing (RPG), Simulator, Strategy",4.1,277294,google
5166,Jellyx,2019-06-24,,"Indie, Puzzle",4.7,100,google
5172,Dr. Mario World,2019-07-10,Nintendo,Puzzle,4.2,103378,google
5182,Grand Theft Auto III,2001-10-22,,"Adventure, Racing, Shooter, Simulator",4.3,101425,google
5185,Bully: Anniversary Edition,2016-12-08,,Adventure,4.7,25074,google
5190,Spectrum,2014-12-16,,"Adventure, Indie, Platform, Puzzle",4.5,33,google
5208,LEGO Jurassic World,2015-06-11,Warner Bros,"Adventure, Puzzle",4.0,17197,google
5213,Talking Tom Hero Dash,2019-03-29,,"Arcade, Indie",4.2,446640,google
5220,Punch Perfect,2018-11-28,,"Arcade, Fighting, Indie, Sport",4.4,26,google
5221,Into the Dead 2,2017-08-28,,"Arcade, Shooter",4.4,371226,google
5230,Djinn Caster,2017-05-10,,Role-playing (RPG),4.5,8772,google
5233,Touch to Turn,2018-12-01,,"Arcade, Indie",4.8,45,google
5236,Carnivores 2,1999-10-31,,"Shooter, Simulator, Sport",4.3,140795,google
5246,12 Labours of Hercules VIII: How I Met Megara,2018-12-26,,"Adventure, Puzzle, Strategy",4.2,387,google
5263,Dota Underlords,2019-06-20,,"Strategy, Tactical",3.8,98663,google
5273,Heroes of Dire,2016-11-23,,"Adventure, Indie, Real Time Strategy (RTS), Role-playing (RPG), Strategy, Tactical",3.8,295,google
5275,The Legend of Faty,2018-04-17,,"Adventure, Hack and slash/Beat 'em up, Role-playing (RPG)",4.2,25,google
5276,Strange Magic Escape,2017-05-23,,"Indie, Puzzle",4.2,229,google
5281,Final Fantasy XV: A New Empire,2017-03-31,,"Role-playing (RPG), Strategy",3.6,559525,google
5285,Final Fantasy VII,1997-01-31,Square Enix,"Adventure, Role-playing (RPG)",4.1,9192,google
5288,Sonic The Hedgehog 2 Classic,2013-12-12,Sega,Platform,4.3,122231,google
5293,Asdivine Menace,2015-04-15,,"Adventure, Role-playing (RPG), Strategy",4.4,10199,google
5300,Looper!,2018-05-16,,"Indie, Music, Puzzle",4.3,353896,google
5302,BURSTLY,2017-10-18,,Arcade,4.2,119,google
5304,Raining Blobs,2016-01-15,,"Arcade, Indie, Puzzle, Strategy",3.2,9,google
5306,Florence,2018-02-13,,"Adventure, Indie, Puzzle",4.7,10454,google
5309,Brothers: A Tale of Two Sons,2013-08-07,,"Adventure, Indie, Puzzle",4.1,3186,google
5311,Sorcery! 2,2013-11-07,,Role-playing (RPG),4.6,3937,google
5313,The Firm,2014-08-19,,Arcade,3.8,7856,google
5318,TibiaMe,2003-05-20,,Role-playing (RPG),3.7,39120,google
5329,Power Rangers: Legacy Wars,2017-03-23,,"Adventure, Fighting",4.1,350767,google
5335,Kingdoms of Heckfire,2017-11-20,,"Real Time Strategy (RTS), Role-playing (RPG), Strategy",4.4,15231,google
5342,3D Snake . io,2018-03-23,,Arcade,3.9,13282,google
5351,Mzito,2016-06-04,,"Adventure, Indie, Platform",4.7,113,google
5354,Fastlane: Road to Revenge,2017-05-23,,Arcade,4.6,601618,google
5364,Alchemist,2016-01-01,,"Adventure, Indie",3.7,6,google
5367,South Park: Phone Destroyer,2017-11-09,Ubisoft,"Real Time Strategy (RTS), Role-playing (RPG), Turn-based strategy (TBS)",4.4,441719,google
5376,Rusty Lake Hotel,2015-12-14,,"Adventure, Indie, Point-and-click, Puzzle",4.7,10681,google
5381,Holy Potatoes! A Weapon Shop?!,2015-07-13,,"Indie, Simulator",3.7,173,google
5382,Steampunk Idle Spinner,2018-12-19,,Arcade,3.7,2456,google
5385,MONZO - Digital Model Builder,2014-11-05,,Puzzle,4.1,219578,google
5389,Virtual City Playground,2011-10-20,,Simulator,4.4,383838,google
5394,TetroCrate,2012-06-12,,"Puzzle, Strategy, Tactical",4.5,19760,google
5403,Mystic Guardian,2017-06-23,,"Role-playing (RPG), Strategy",4.1,19544,google
5405,Backyard Parking 3D,2015-01-01,,Simulator,4.5,193840,google
5411,Colorzzle,2017-11-25,,Indie,4.3,4095,google
5412,Gravity Shots,2018-08-14,,Puzzle,5.0,8,google
5418,GINAB - Logic and puzzle collection in a 3D style,2017-05-01,,"Indie, Puzzle",4.3,30,google
5420,Task Attack,2018-08-02,,"Indie, Shooter",4.1,57,google
5423,Epic Skater 2,2018-07-24,,"Indie, Sport",4.1,2631,google
5434,Digimon ReArise,2018-06-25,Bandai Namco,"Adventure, Role-playing (RPG)",4.0,62285,google
5437,Obey Me! - Shall We Date?,2019-12-12,,Visual Novel,4.6,34537,google
5443,blue,2019-06-26,,Puzzle,4.8,9696,google
5451,Munchkin.io,2017-12-07,,"Hack and slash/Beat 'em up, Shooter",4.1,23454,google
5456,FRACTER,2018-07-12,,"Adventure, Indie, Puzzle",4.3,104,google
5460,Ace of Seafood,2016-03-15,,"Adventure, Fighting, Indie, Shooter",4.0,567,google
5468,Very Little Nightmares,2019-05-29,Bandai Namco,"Adventure, Puzzle",4.3,1602,google
5469,Ginseng King,2018-11-12,,Puzzle,4.8,52,google
5471,Nice Bowling,2019-03-13,,"Indie, Sport",3.0,44,google
5477,Magic: ManaStrike,2020-01-29,Netmarble,Strategy,3.8,25970,google
5480,Faif,2013-12-16,,Unknow,4.2,1620,google
5488,Cooking Diary: Welcome to Tasty Hills,2019-02-25,,Simulator,4.6,702690,google
5489,Wordament,2012-04-25,Microsoft,Puzzle,4.3,66253,google
5491,Switchero - Dash n' retry,2017-11-07,,"Arcade, Indie, Platform",4.7,72,google
5495,Final Fantasy Dimensions,2012-08-31,Square Enix,Role-playing (RPG),4.3,8675,google
5498,Skool Daze Reskooled,2018-06-07,,"Adventure, Indie",4.2,38,google
5527,Riptide GP2,2013-07-23,,"Indie, Racing, Simulator, Sport",4.6,37391,google
5531,Gravity Hop: Space Adventure,2018-10-21,,Arcade,4.0,155,google
5537,The Anthurium,2019-03-04,,"Adventure, Indie",4.0,249,google
5549,Man or Vampire,2018-07-07,,Role-playing (RPG),4.3,88989,google
5563,MechaNika,2015-05-27,,"Adventure, Indie",4.6,614,google
5575,Throne Quest,2018-11-30,,"Adventure, Indie, Role-playing (RPG)",4.4,82,google
5578,10000000,2012-02-17,,"Indie, Puzzle, Role-playing (RPG), Simulator, Strategy",4.5,16518,google
5582,Never Alone,2014-11-18,,"Adventure, Indie, Platform, Puzzle",4.5,980,google
5585,Bust-A-Move Journey,2017-01-01,,Puzzle,3.5,60,google
5587,Sorcery!,2013-05-02,,Role-playing (RPG),4.3,8099,google
5589,The Last Remnant Remastered,2018-12-06,Square Enix,"Adventure, Role-playing (RPG)",4.1,181,google
5594,Rapala Fishing - Daily Catch,2016-02-04,,Sport,4.3,82108,google
5599,Cut the Rope: Magic,2015-12-17,,Puzzle,4.5,458408,google
5605,Family Mysteries: Poisonous Promises,2020-03-26,,"Adventure, Point-and-click, Puzzle",4.1,522,google
5606,DDTank,2012-01-04,,"Fighting, Shooter, Strategy",3.9,55717,google
5612,The Horus Heresy: Drop Assault,2014-07-16,,Tactical,4.5,93635,google
5614,Phoenix Wright: Ace Attorney − Dual Destinies,2013-07-25,,"Adventure, Puzzle, Visual Novel",4.6,658,google
5637,Amazing Drones,2017-12-01,,Simulator,4.0,820,google
5638,World of Kings,2019-05-30,,"Adventure, Role-playing (RPG)",4.2,36537,google
5639,Garena Free Fire,2017-12-04,,Adventure,4.2,48125923,google
5642,Octodad: Dadliest Catch,2014-01-30,,"Adventure, Indie, Platform, Simulator, Strategy",4.3,5118,google
5645,Chogue,2018-07-12,,"Indie, Turn-based strategy (TBS)",4.6,7,google
5649,Gastro Rush,2019-08-09,,Adventure,4.3,43,google
5658,Universal Paperclips,2017-10-09,,"Indie, Simulator",3.3,665,google
5668,Town of Salem,2014-12-15,,"Indie, Role-playing (RPG), Strategy",3.4,17708,google
5674,Angry Birds Dream Blast,2019-01-24,,Unknow,4.5,222106,google
5679,Crash of Cars,2017-03-22,,"Arcade, Indie, Racing, Shooter",4.2,380162,google
5680,Radiation City,2017-08-23,,Adventure,3.5,637,google
5682,Clash of Clans,2012-08-02,,"Real Time Strategy (RTS), Strategy",4.5,52287887,google
5683,Puella Magi Madoka Magica Side Story: Magia Record,2017-08-22,,"Role-playing (RPG), Turn-based strategy (TBS)",4.6,9880,google
5685,Pulmonary,2017-03-13,,"Indie, Puzzle",4.0,10,google
5692,OVERHIT,2017-11-28,Nexon,Role-playing (RPG),4.0,83287,google
5699,Sugar Drops,2014-01-01,,Puzzle,4.2,60,google
5713,Mini Motor Racing,2011-01-01,,Arcade,4.2,21361,google
5720,Vector,2012-08-28,,"Arcade, Indie, Music, Platform",4.4,3267758,google
5723,Grand Prix Story,2019-03-21,,"Racing, Simulator, Strategy",4.7,7286,google
5725,Super Dangerous Trap,2019-03-13,,"Indie, Platform",3.2,232,google
5742,Muse Dash,2018-06-15,,Indie,4.7,18879,google
5743,Daze,2018-11-27,,"Indie, Point-and-click, Puzzle",3.8,12,google
5745,Lost in Harmony,2016-01-20,,"Adventure, Arcade, Indie, Music",4.7,54079,google
5751,Gladiabots,2016-05-01,,"Indie, Simulator, Strategy",4.1,16289,google
5757,Marble Legends 3D Arcade,2018-07-24,,Indie,3.0,575,google
5766,Wordscapes,2017-06-14,,Puzzle,4.7,800006,google
5770,F1 2016,2016-08-19,,"Racing, Simulator, Sport",4.1,14202,google
